label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,0.0,-0.06433206796646118,0.0038928985595703125,-0.13311100006103516,-0.04415857791900635,-0.17020726203918457,-0.09496563673019409,-0.19916066527366638,-0.12972596287727356,-0.12405681610107422,-0.13280034065246582,-0.1473972201347351,-0.159382164478302,-0.1563957929611206,-0.136236310005188,-0.17073100805282593,-0.12260463833808899,-0.08925783634185791,-0.16069990396499634,-0.1123456358909607,-0.18596047163009644,-0.10502785444259644,-0.14000236988067627,-0.10674053430557251,-0.11806315183639526,-0.049820899963378906,-0.17584040760993958,-0.07202392816543579,-0.19326525926589966,-0.05384373664855957,-0.14278334379196167,-0.04423719644546509,-0.12031972408294678,-0.006794393062591553,-0.1792568564414978,-0.028473973274230957,-0.1981411874294281,-0.01611727476119995,-0.16053533554077148,-0.004880309104919434,-0.1411612629890442
0,0.0,0.0,-0.05618274211883545,-0.008683383464813232,-0.11794602870941162,-0.06510400772094727,-0.1546073853969574,-0.11653631925582886,-0.1874028742313385,-0.1452465057373047,-0.09114819765090942,-0.15292632579803467,-0.11395353078842163,-0.18501222133636475,-0.12547045946121216,-0.15707221627235413,-0.13675212860107422,-0.13338994979858398,-0.05793064832687378,-0.17164099216461182,-0.08212631940841675,-0.19189491868019104,-0.0740317702293396,-0.13581103086471558,-0.06632053852081299,-0.1113700270652771,-0.021159231662750244,-0.1779499053955078,-0.04446965456008911,-0.19220072031021118,-0.034339308738708496,-0.1357736885547638,-0.02338498830795288,-0.11019307374954224,0.017990529537200928,-0.17488962411880493,-0.004595518112182617,-0.19047808647155762,-0.0018048882484436035,-0.14581716060638428,0.006323277950286865,-0.12377288937568665
0,0.0,0.0,-0.05827021598815918,0.00014066696166992188,-0.11873745918273926,-0.04072660207748413,-0.15191024541854858,-0.08133465051651001,-0.1705377697944641,-0.10884907841682434,-0.10880523920059204,-0.1343730092048645,-0.13058900833129883,-0.1620447039604187,-0.12257063388824463,-0.11218532919883728,-0.11826902627944946,-0.09820801019668579,-0.07273608446121216,-0.15596860647201538,-0.09327977895736694,-0.1779828667640686,-0.08097994327545166,-0.11229720711708069,-0.0708245038986206,-0.10388657450675964,-0.03303718566894531,-0.1669551134109497,-0.052838683128356934,-0.17911559343338013,-0.04077780246734619,-0.11208650469779968,-0.029026925563812256,-0.10249859094619751,0.009436309337615967,-0.17048436403274536,-0.01164156198501587,-0.17998623847961426,-0.008253633975982666,-0.12652230262756348,0.0002905726432800293,-0.11358222365379333
0,0.0,0.0,-0.06550872325897217,-0.005058705806732178,-0.12917906045913696,-0.06698161363601685,-0.15288907289505005,-0.13859763741493225,-0.14541250467300415,-0.1909368932247162,-0.11251658201217651,-0.14419931173324585,-0.13348984718322754,-0.18742862343788147,-0.12086981534957886,-0.13054770231246948,-0.11329370737075806,-0.11128807067871094,-0.0755850076675415,-0.16169112920761108,-0.09513682126998901,-0.19412630796432495,-0.07943660020828247,-0.12265166640281677,-0.06835943460464478,-0.11179828643798828,-0.03675347566604614,-0.17021599411964417,-0.05496072769165039,-0.1908339262008667,-0.04262286424636841,-0.11870250105857849,-0.03345966339111328,-0.10660979151725769,0.004720747470855713,-0.17124095559120178,-0.01591545343399048,-0.18701913952827454,-0.013437807559967041,-0.1309075951576233,-0.008607447147369385,-0.11608242988586426
0,0.0,0.0,-0.0672755241394043,-0.008877933025360107,-0.12924349308013916,-0.07106029987335205,-0.15763115882873535,-0.13458997011184692,-0.16327428817749023,-0.18354153633117676,-0.11072099208831787,-0.14768162369728088,-0.12751519680023193,-0.1823405623435974,-0.12047237157821655,-0.12962371110916138,-0.12378460168838501,-0.10197138786315918,-0.07609707117080688,-0.1674516499042511,-0.09537160396575928,-0.1953245997428894,-0.07622313499450684,-0.1258620321750641,-0.06665259599685669,-0.10507166385650635,-0.03675556182861328,-0.17654317617416382,-0.05704200267791748,-0.19397687911987305,-0.039697229862213135,-0.1263018548488617,-0.029766440391540527,-0.10709905624389648,0.0042566657066345215,-0.17640766501426697,-0.017308294773101807,-0.19364741444587708,-0.011025071144104004,-0.14092758297920227,-0.004136145114898682,-0.1231185793876648
0,0.0,0.0,-0.06954896450042725,-0.019806742668151855,-0.12915253639221191,-0.07349830865859985,-0.14933037757873535,-0.14469397068023682,-0.12887489795684814,-0.2024911642074585,-0.10398608446121216,-0.14657220244407654,-0.12666946649551392,-0.18634513020515442,-0.11333894729614258,-0.12869980931282043,-0.1036955714225769,-0.10581764578819275,-0.0666159987449646,-0.16418695449829102,-0.08954524993896484,-0.19753536581993103,-0.07143789529800415,-0.12734255194664001,-0.057235538959503174,-0.10940906405448914,-0.028464138507843018,-0.17123383283615112,-0.0488818883895874,-0.19537955522537231,-0.03549259901046753,-0.12732750177383423,-0.022989392280578613,-0.10799422860145569,0.01423555612564087,-0.1702370047569275,-0.009280085563659668,-0.19567811489105225,-0.0053067803382873535,-0.14420592784881592,0.003436267375946045,-0.12554925680160522
0,0.0,0.0,-0.06735718250274658,-0.012359201908111572,-0.1268380880355835,-0.07329148054122925,-0.1394849419593811,-0.14660385251045227,-0.11595273017883301,-0.1925908923149109,-0.10248994827270508,-0.15129050612449646,-0.12214559316635132,-0.19207888841629028,-0.11333316564559937,-0.13278472423553467,-0.10506600141525269,-0.10787579417228699,-0.06552344560623169,-0.1655033528804779,-0.08663582801818848,-0.19992393255233765,-0.07216447591781616,-0.12655341625213623,-0.0582699179649353,-0.10683932900428772,-0.02544170618057251,-0.1715174913406372,-0.04528898000717163,-0.19492033123970032,-0.032406389713287354,-0.12224185466766357,-0.021082639694213867,-0.10048931837081909,0.018742859363555908,-0.16982674598693848,-0.006412923336029053,-0.19274473190307617,-0.0012606978416442871,-0.13640031218528748,0.007754087448120117,-0.11527076363563538
0,0.0,0.0,-0.06850820779800415,-0.010894954204559326,-0.13156527280807495,-0.0681692361831665,-0.14894115924835205,-0.14530766010284424,-0.1235342025756836,-0.20072132349014282,-0.10720670223236084,-0.14931467175483704,-0.13269519805908203,-0.19386452436447144,-0.12030702829360962,-0.13377758860588074,-0.10674673318862915,-0.11234182119369507,-0.06955224275588989,-0.16365745663642883,-0.09459489583969116,-0.2051960527896881,-0.07954442501068115,-0.1323203146457672,-0.062048494815826416,-0.11251378059387207,-0.029898226261138916,-0.16990095376968384,-0.053330957889556885,-0.20032095909118652,-0.042076945304870605,-0.12838256359100342,-0.027371764183044434,-0.10552805662155151,0.01374661922454834,-0.16964974999427795,-0.01735919713973999,-0.19729381799697876,-0.012558400630950928,-0.1461685299873352,0.0007462501525878906,-0.12613946199417114
0,0.0,0.0,-0.06346279382705688,-0.0049034953117370605,-0.13736295700073242,-0.07421410083770752,-0.15532660484313965,-0.15847429633140564,-0.11457157135009766,-0.19455555081367493,-0.11676883697509766,-0.15528303384780884,-0.13819366693496704,-0.1977853775024414,-0.12211209535598755,-0.1328277289867401,-0.11335033178329468,-0.11818918585777283,-0.07743591070175171,-0.17156118154525757,-0.09691101312637329,-0.20713278651237488,-0.08037906885147095,-0.12865203619003296,-0.07109332084655762,-0.12296026945114136,-0.03639411926269531,-0.17687088251113892,-0.05303525924682617,-0.19994798302650452,-0.03989613056182861,-0.11924609541893005,-0.03276777267456055,-0.11125698685646057,0.00869143009185791,-0.17770108580589294,-0.015434622764587402,-0.1923738420009613,-0.008509337902069092,-0.1330229640007019,-0.00043910741806030273,-0.12308329343795776
0,0.0,0.0,-0.06585526466369629,-0.016875803470611572,-0.13015568256378174,-0.08133327960968018,-0.1483559012413025,-0.1610831618309021,-0.10886859893798828,-0.2052648365497589,-0.11157333850860596,-0.16324365139007568,-0.13206571340560913,-0.20579302310943604,-0.11998140811920166,-0.1426699161529541,-0.10964041948318481,-0.12819021940231323,-0.07167041301727295,-0.17794260382652283,-0.09236621856689453,-0.21449881792068481,-0.08096182346343994,-0.13711008429527283,-0.06871050596237183,-0.13201269507408142,-0.030355870723724365,-0.18262916803359985,-0.05008041858673096,-0.20385149121284485,-0.04297119379043579,-0.12620356678962708,-0.032427966594696045,-0.1189868152141571,0.014569461345672607,-0.18260279297828674,-0.014882564544677734,-0.2001892328262329,-0.013244390487670898,-0.144006609916687,-0.0021556615829467773,-0.13134780526161194
0,0.0,0.0,-0.06555604934692383,-0.010951340198516846,-0.13111716508865356,-0.07674521207809448,-0.14824295043945312,-0.1601393222808838,-0.11008507013320923,-0.20693957805633545,-0.11641228199005127,-0.1511644423007965,-0.14216142892837524,-0.20179569721221924,-0.1258130669593811,-0.13916084170341492,-0.11222821474075317,-0.12417781352996826,-0.07704782485961914,-0.1682615578174591,-0.09790670871734619,-0.21191468834877014,-0.0831751823425293,-0.13325020670890808,-0.07152765989303589,-0.12869471311569214,-0.03577554225921631,-0.17510589957237244,-0.05390000343322754,-0.2011343240737915,-0.04390162229537964,-0.12087035179138184,-0.034131765365600586,-0.11513790488243103,0.00959920883178711,-0.17803728580474854,-0.01747030019760132,-0.19258561730384827,-0.01338338851928711,-0.13407039642333984,-0.0034767985343933105,-0.12397217750549316
0,0.0,0.0,-0.06587767601013184,-0.01308131217956543,-0.13353973627090454,-0.08182954788208008,-0.1520131230354309,-0.16750136017799377,-0.10953456163406372,-0.21375077962875366,-0.11531174182891846,-0.15953361988067627,-0.1367674469947815,-0.20770034193992615,-0.1209876537322998,-0.1426558792591095,-0.1100924015045166,-0.13243740797042847,-0.07556557655334473,-0.17512738704681396,-0.09367883205413818,-0.21768027544021606,-0.08057880401611328,-0.1375385820865631,-0.0719141960144043,-0.13894963264465332,-0.03539198637008667,-0.18027561902999878,-0.04914742708206177,-0.20598220825195312,-0.04246491193771362,-0.12491676211357117,-0.0363008975982666,-0.12386062741279602,0.008656740188598633,-0.18283581733703613,-0.011981844902038574,-0.19524607062339783,-0.010838985443115234,-0.13574016094207764,-0.0038338899612426758,-0.12720996141433716
0,0.0,0.0,-0.06439638137817383,-0.006501972675323486,-0.13062959909439087,-0.07539409399032593,-0.14752155542373657,-0.16209086775779724,-0.10576283931732178,-0.206606924533844,-0.11293768882751465,-0.15940162539482117,-0.13407742977142334,-0.20611262321472168,-0.12124842405319214,-0.1394556760787964,-0.11177539825439453,-0.13089057803153992,-0.07215553522109985,-0.17290762066841125,-0.09155881404876709,-0.21289598941802979,-0.08061766624450684,-0.13071724772453308,-0.07174491882324219,-0.133196622133255,-0.03147977590560913,-0.1754370629787445,-0.04710590839385986,-0.2015836238861084,-0.041960954666137695,-0.1181361973285675,-0.03435760736465454,-0.11837154626846313,0.012820959091186523,-0.1763652265071869,-0.011240601539611816,-0.18683397769927979,-0.011044800281524658,-0.12690004706382751,-0.00285261869430542,-0.12068313360214233
0,0.0,0.0,-0.06141537427902222,-0.003956973552703857,-0.1277638077735901,-0.07911187410354614,-0.14222007989883423,-0.16929295659065247,-0.09738510847091675,-0.21054285764694214,-0.1114543080329895,-0.1602839231491089,-0.1320628523826599,-0.20690393447875977,-0.11976760625839233,-0.14139676094055176,-0.10933935642242432,-0.13160458207130432,-0.0703687071800232,-0.17399132251739502,-0.09014922380447388,-0.21359357237815857,-0.07969504594802856,-0.1315840184688568,-0.0686720609664917,-0.13079333305358887,-0.02977687120437622,-0.17582780122756958,-0.046742916107177734,-0.20473796129226685,-0.040805935859680176,-0.12039753794670105,-0.031140029430389404,-0.11687731742858887,0.015369534492492676,-0.17760446667671204,-0.011018574237823486,-0.19204777479171753,-0.009498238563537598,-0.1316097378730774,0.0003031492233276367,-0.1223360002040863
0,0.0,0.0,-0.059635043144226074,-0.0026606321334838867,-0.1254030466079712,-0.07466787099838257,-0.14350193738937378,-0.16518884897232056,-0.10329258441925049,-0.2119140326976776,-0.11049920320510864,-0.15526491403579712,-0.1330406665802002,-0.20647576451301575,-0.11999940872192383,-0.1408298909664154,-0.10882848501205444,-0.1288057267665863,-0.06978416442871094,-0.16946712136268616,-0.08981400728225708,-0.21355915069580078,-0.07902681827545166,-0.13107585906982422,-0.06949228048324585,-0.12940117716789246,-0.02965325117111206,-0.17174983024597168,-0.046327412128448486,-0.20606043934822083,-0.04080963134765625,-0.12059879302978516,-0.03211575746536255,-0.11586806178092957,0.014624595642089844,-0.17457473278045654,-0.009824097156524658,-0.19321110844612122,-0.008915424346923828,-0.13236930966377258,-0.0006442070007324219,-0.12133407592773438
0,0.0,0.0,-0.06397032737731934,0.0010498762130737305,-0.1274946928024292,-0.06541085243225098,-0.1424657702445984,-0.15614446997642517,-0.10758757591247559,-0.20533061027526855,-0.11771303415298462,-0.14392977952957153,-0.14236146211624146,-0.19407376646995544,-0.1251339316368103,-0.13075748085975647,-0.11245030164718628,-0.1187664270401001,-0.07599091529846191,-0.15953660011291504,-0.0959157943725586,-0.2060304880142212,-0.08267921209335327,-0.12541374564170837,-0.07536131143569946,-0.12309420108795166,-0.03486210107803345,-0.16432154178619385,-0.05013835430145264,-0.19987067580223083,-0.043267667293548584,-0.11591419577598572,-0.037231504917144775,-0.11089983582496643,0.009724676609039307,-0.16860640048980713,-0.012706160545349121,-0.1877766251564026,-0.010492265224456787,-0.1271718144416809,-0.0038538575172424316,-0.11548382043838501
0,0.0,0.0,-0.06305420398712158,-0.005620360374450684,-0.12748688459396362,-0.06905686855316162,-0.14697891473770142,-0.1551586091518402,-0.1095207929611206,-0.2069457471370697,-0.12163388729095459,-0.1499711573123932,-0.14448493719100952,-0.19559118151664734,-0.1250327229499817,-0.13294640183448792,-0.11508959531784058,-0.12604638934135437,-0.08110576868057251,-0.1678842008113861,-0.09895879030227661,-0.20770704746246338,-0.08241349458694458,-0.12945786118507385,-0.07734417915344238,-0.13273578882217407,-0.03902405500411987,-0.17434653639793396,-0.051073431968688965,-0.2008036971092224,-0.043366432189941406,-0.12142786383628845,-0.041203200817108154,-0.12147292494773865,0.005988597869873047,-0.1778155267238617,-0.012683689594268799,-0.19045063853263855,-0.010086655616760254,-0.13433769345283508,-0.005360901355743408,-0.1280735433101654
0,0.0,0.0,-0.06194275617599487,-0.0005197525024414062,-0.12701362371444702,-0.06388860940933228,-0.1466955542564392,-0.1519942581653595,-0.1120917797088623,-0.20314890146255493,-0.1212581992149353,-0.1474921703338623,-0.14206653833389282,-0.19505703449249268,-0.12389141321182251,-0.12978938221931458,-0.11475026607513428,-0.12010413408279419,-0.07984882593154907,-0.1636420488357544,-0.0973253846168518,-0.20525816082954407,-0.08124130964279175,-0.12379732728004456,-0.07563751935958862,-0.1247296929359436,-0.03802412748336792,-0.1692098081111908,-0.05019676685333252,-0.1967170238494873,-0.04166245460510254,-0.11384013295173645,-0.037893593311309814,-0.11216247081756592,0.006431996822357178,-0.17312204837799072,-0.013306796550750732,-0.1849602460861206,-0.009349465370178223,-0.12483841180801392,-0.0030109286308288574,-0.11683660745620728
0,0.0,0.0,-0.062170565128326416,-0.0015721321105957031,-0.1291014552116394,-0.06904643774032593,-0.14770323038101196,-0.15896347165107727,-0.10938769578933716,-0.20998358726501465,-0.1199500560760498,-0.15192636847496033,-0.14148151874542236,-0.19678351283073425,-0.12230628728866577,-0.1324535310268402,-0.1124488115310669,-0.12585559487342834,-0.07874184846878052,-0.16838979721069336,-0.09631305932998657,-0.20788955688476562,-0.07956016063690186,-0.12656539678573608,-0.07426804304122925,-0.12950289249420166,-0.03693777322769165,-0.1733042299747467,-0.048687636852264404,-0.20009905099868774,-0.03984028100967407,-0.11629608273506165,-0.03660392761230469,-0.11616265773773193,0.007976949214935303,-0.1771492063999176,-0.010967671871185303,-0.18804585933685303,-0.007647514343261719,-0.12582725286483765,-0.002582252025604248,-0.11754396557807922
0,0.0,0.0,-0.06309634447097778,-0.0010967850685119629,-0.12911570072174072,-0.06504333019256592,-0.14682692289352417,-0.1525859236717224,-0.11019539833068848,-0.20342490077018738,-0.11995333433151245,-0.14913174510002136,-0.14138752222061157,-0.1927661895751953,-0.12421935796737671,-0.1294044554233551,-0.11294955015182495,-0.11942729353904724,-0.0796322226524353,-0.1654733121395111,-0.09611546993255615,-0.20504918694496155,-0.08089512586593628,-0.1235436499118805,-0.07459312677383423,-0.12422975897789001,-0.03799813985824585,-0.1710343360900879,-0.04850071668624878,-0.19524237513542175,-0.041502177715301514,-0.11204171180725098,-0.0384296178817749,-0.11001482605934143,0.00724339485168457,-0.17387866973876953,-0.010493636131286621,-0.18178889155387878,-0.008742153644561768,-0.12049689888954163,-0.004452943801879883,-0.11279648542404175
0,0.0,0.0,-0.06247621774673462,0.0015155673027038574,-0.12896841764450073,-0.062000930309295654,-0.14719736576080322,-0.1508338451385498,-0.11231738328933716,-0.20261868834495544,-0.12097018957138062,-0.14803290367126465,-0.14082670211791992,-0.19156235456466675,-0.12377458810806274,-0.12751072645187378,-0.11292636394500732,-0.1158282458782196,-0.08039224147796631,-0.16423892974853516,-0.09622621536254883,-0.20380476117134094,-0.08062851428985596,-0.12211611866950989,-0.07448357343673706,-0.12199589610099792,-0.03877061605453491,-0.17008337378501892,-0.04861879348754883,-0.19527021050453186,-0.04127699136734009,-0.11125478148460388,-0.038567304611206055,-0.10812190175056458,0.0063991546630859375,-0.17390519380569458,-0.010828852653503418,-0.1819988191127777,-0.008628129959106445,-0.11915305256843567,-0.004691660404205322,-0.11043128371238708
0,0.0,0.0,-0.06439632177352905,-0.005332648754119873,-0.13105499744415283,-0.07020783424377441,-0.1506231427192688,-0.15629255771636963,-0.11254346370697021,-0.20393899083137512,-0.12023985385894775,-0.14765533804893494,-0.14005988836288452,-0.19533425569534302,-0.12128454446792603,-0.13380330801010132,-0.1116214394569397,-0.12308064103126526,-0.0792839527130127,-0.16417253017425537,-0.09484100341796875,-0.2069391906261444,-0.07865142822265625,-0.12705373764038086,-0.07459419965744019,-0.12533199787139893,-0.03766751289367676,-0.1708585023880005,-0.04868501424789429,-0.19991856813430786,-0.03995555639266968,-0.11805981397628784,-0.03777420520782471,-0.11309868097305298,0.007043361663818359,-0.17498469352722168,-0.01006937026977539,-0.189041405916214,-0.006795704364776611,-0.1285727322101593,-0.0029072165489196777,-0.11838141083717346
0,0.0,0.0,-0.06668823957443237,-0.009027957916259766,-0.13338738679885864,-0.07406848669052124,-0.15064185857772827,-0.15910941362380981,-0.10944110155105591,-0.20590969920158386,-0.11910182237625122,-0.1510440707206726,-0.14002656936645508,-0.20148882269859314,-0.12227213382720947,-0.13973069190979004,-0.11248189210891724,-0.1234845519065857,-0.07927203178405762,-0.16747963428497314,-0.09388530254364014,-0.20967960357666016,-0.07755905389785767,-0.13203111290931702,-0.07255619764328003,-0.12581580877304077,-0.03774899244308472,-0.17373332381248474,-0.04852420091629028,-0.2019498646259308,-0.037652552127838135,-0.12263047695159912,-0.03423929214477539,-0.11404913663864136,0.008078575134277344,-0.17526251077651978,-0.01026087999343872,-0.1922980546951294,-0.0054299235343933105,-0.1330377161502838,-0.0008793473243713379,-0.1203051209449768
